AC_Code|Candidate|Constituency|EVM Votes|OSN|Party|Percent of Votes|Postal Votes|State|State_Code|Total of Votes
7|MUFTI SHIAK ABDUL GAFFAR|Bidar|1259|21|Independent|0.11|0|Karnataka|S10|1259
7|SAIBANNA JAMADAR|Bidar|1051|22|Independent|0.09|0|Karnataka|S10|1051
7|NOTA|Bidar|1946|23|None of the Above|0.17|2|Karnataka|S10|1948
8|K.RAJASHEKAR BASAVARAJ HITNAL|Koppal|547573|1|Indian National Congress|46.07|813|Karnataka|S10|548386
8|SHIVAPUTRAPPA. GUMAGERA|Koppal|9469|2|Bahujan Samaj Party|0.8|12|Karnataka|S10|9481
8|KARADI SANGANNA AMARAPPA|Koppal|584997|3|Bharatiya Janata Party|49.3|1786|Karnataka|S10|586783
8|ANNOJIRAO.G|Koppal|5679|4|Sarva Janata Party|0.48|2|Karnataka|S10|5681
8|COMRADE B.BASAVALINGAPPA|Koppal|1609|5|Marxist Leninist Party of India (Red Flag)|0.14|0|Karnataka|S10|1609
8|BANDIMATH SHARANAYYA|Koppal|2244|6|Uttama Prajaakeeya Party|0.19|8|Karnataka|S10|2252
8|HEMARAJ VEERAPUR|Koppal|1058|7|Communist Party of India (Marxist-Leninist) Red Star|0.09|1|Karnataka|S10|1059
8|PA.YA. GANESH|Koppal|1699|8|Independent|0.14|0|Karnataka|S10|1699
8|NAGARAJ KALAL|Koppal|4855|9|Independent|0.41|0|Karnataka|S10|4855
8|BALARAJ. YADAV|Koppal|2937|10|Independent|0.25|0|Karnataka|S10|2937
8|MALLIKARJUN HADAPAD|Koppal|2407|11|Independent|0.2|1|Karnataka|S10|2408
8|SATISHREDDY|Koppal|3498|12|Independent|0.29|0|Karnataka|S10|3498
8|SURESH GOUDA MUNDINAMANE|Koppal|5157|13|Independent|0.43|1|Karnataka|S10|5158
8|SURESH.H|Koppal|3728|14|Independent|0.31|0|Karnataka|S10|3728
8|NOTA|Koppal|10800|15|None of the Above|0.91|13|Karnataka|S10|10813
9|V. S. UGRAPPA|Bellary|559970|1|Indian National Congress|45.89|711|Karnataka|S10|560681
9|K. GULAPPA|Bellary|9952|2|Bahujan Samaj Party|0.82|9|Karnataka|S10|9961
9|Y. DEVENDRAPPA|Bellary|614274|3|Bharatiya Janata Party|50.44|2114|Karnataka|S10|616388
9|B. ESHWARAPPA|Bellary|6919|4|Shivsena|0.57|0|Karnataka|S10|6919
9|A. DEVADAS|Bellary|3832|5|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.31|1|Karnataka|S10|3833
9|NAVEEN KUMAR. S|Bellary|1402|6|Bharat Prabhat Party|0.11|0|Karnataka|S10|1402
9|NAYAKARA RAMAPPA|Bellary|1839|7|Indian Labour Party (Ambedkar Phule)|0.15|1|Karnataka|S10|1840
9|B. RAGHU|Bellary|2656|8|Pyramid Party of India|0.22|2|Karnataka|S10|2658
9|P. D. RAMANAYAKA|Bellary|2720|9|Republican Party of India (Karnataka)|0.22|2|Karnataka|S10|2722
9|T. VEERESH|Bellary|3397|10|Samajwadi Forward Bloc|0.28|0|Karnataka|S10|3397
9|CONDUCTOR PAMPAPATHI|Bellary|3100|11|Independent|0.25|1|Karnataka|S10|3101
9|NOTA|Bellary|9016|12|None of the Above|0.74|8|Karnataka|S10|9024
1|Adv. Basheer Alady|Kasaragod|1903|1|Bahujan Samaj Party|0.17|7|Kerala|S11|1910
1|Ravisha Thanthri Kuntar|Kasaragod|175340|2|Bharatiya Janata Party|16|709|Kerala|S11|176049
1|Rajmohan Unnithan|Kasaragod|473983|3|Indian National Congress|43.18|978|Kerala|S11|474961
1|K. P. Sathishchandran|Kasaragod|432347|4|Communist Party of India  (Marxist)|39.5|2176|Kerala|S11|434523
1|Govindan B Alinthazhe|Kasaragod|2668|5|Independent|0.24|2|Kerala|S11|2670
1|Narendra Kumar. K|Kasaragod|1053|6|Independent|0.1|1|Kerala|S11|1054
1|Ranadivan. R. K|Kasaragod|1475|7|Independent|0.13|3|Kerala|S11|1478
1|Rameshan Bandadka|Kasaragod|1706|8|Independent|0.16|5|Kerala|S11|1711
1|Saji|Kasaragod|1277|9|Independent|0.12|1|Kerala|S11|1278
1|NOTA|Kasaragod|4391|10|None of the Above|0.4|26|Kerala|S11|4417
10|NIKHIL CHANDRASEKHARAN|Thrissur|2548|1|Bahujan Samaj Party|0.24|3|Kerala|S11|2551
10|T. N. PRATHAPAN|Thrissur|414541|2|Indian National Congress|39.84|548|Kerala|S11|415089
10|RAJAJI MATHEW THOMAS|Thrissur|320887|3|Communist Party of India|30.85|569|Kerala|S11|321456
10|SURESH GOPI|Thrissur|293405|4|Bharatiya Janata Party|28.2|417|Kerala|S11|293822
10|N. D. VENU|Thrissur|1328|5|Communist Party of India (Marxist-Leninist) Red Star|0.13|2|Kerala|S11|1330
10|PRAVEEN K. P.|Thrissur|1105|6|Independent|0.11|0|Kerala|S11|1105
10|SUVITH|Thrissur|1132|7|Independent|0.11|1|Kerala|S11|1133
10|SONU|Thrissur|1129|8|Independent|0.11|1|Kerala|S11|1130
10|NOTA|Thrissur|4243|9|None of the Above|0.41|10|Kerala|S11|4253
11|INNOCENT|Chalakudy|340581|1|Communist Party of India  (Marxist)|34.45|589|Kerala|S11|341170
11|JOHNSON N|Chalakudy|2128|2|Bahujan Samaj Party|0.22|3|Kerala|S11|2131
11|BENNY BEHANAN|Chalakudy|472935|3|Indian National Congress|47.81|509|Kerala|S11|473444
11|A N RADHAKRISHNAN|Chalakudy|153934|4|Bharatiya Janata Party|15.57|225|Kerala|S11|154159
11|JOSE THOMAS|Chalakudy|871|5|Marxist Communist Party of India (United)|0.09|0|Kerala|S11|871
11|MUJEEB RAHMAN T A|Chalakudy|1467|6|Peoples Democratic Party|0.15|0|Kerala|S11|1467
11|P P MOIDEEN KUNJU|Chalakudy|4685|7|SOCIAL DEMOCRATIC PARTY OF INDIA|0.47|2|Kerala|S11|4687
11|ADV SUJA ANTONY|Chalakudy|929|8|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.09|1|Kerala|S11|930
11|JOHNSON K C|Chalakudy|354|9|Independent|0.04|1|Kerala|S11|355
11|NOBY AUGUSTINE|Chalakudy|318|10|Independent|0.03|0|Kerala|S11|318
11|FREDY JACKSON PEREIRA|Chalakudy|681|11|Independent|0.07|1|Kerala|S11|682
11|M R SATHYADEVAN|Chalakudy|1432|12|Independent|0.14|0|Kerala|S11|1432
11|SUBRAMANIAN|Chalakudy|1000|13|Independent|0.1|0|Kerala|S11|1000
11|NOTA|Chalakudy|7568|14|None of the Above|0.77|10|Kerala|S11|7578
12|ALPHONS KANNANTHANAM|Ernakulam|137531|1|Bharatiya Janata Party|14.24|218|Kerala|S11|137749
12|P A NIAMATHULLA|Ernakulam|1342|2|Bahujan Samaj Party|0.14|1|Kerala|S11|1343
12|P RAJEEV|Ernakulam|321344|3|Communist Party of India  (Marxist)|33.3|766|Kerala|S11|322110
12|HIBI EDEN|Ernakulam|490854|4|Indian National Congress|50.79|409|Kerala|S11|491263
12|ABDUL KHADER VAZHAKKALA|Ernakulam|932|5|Samajwadi Forward Bloc|0.1|0|Kerala|S11|932
12|V M FAIZAL|Ernakulam|4309|6|SOCIAL DEMOCRATIC PARTY OF INDIA|0.45|0|Kerala|S11|4309
12|RAJEEV NAGAN|Ernakulam|821|7|Ambedkarite Party of India|0.08|0|Kerala|S11|821
12|ADV VIVEK K VIJAYAN|Ernakulam|379|8|Rashtriya Samaj Paksha|0.04|0|Kerala|S11|379
12|SHAJAHAN ABDULKHADAR|Ernakulam|470|9|Communist Party of India (Marxist-Leninist) Red Star|0.05|0|Kerala|S11|470
12|ASWATHI RAJAPPAN|Ernakulam|494|10|Independent|0.05|0|Kerala|S11|494
12|KUMAR|Ernakulam|603|11|Independent|0.06|1|Kerala|S11|604
12|LAILA RASHEED|Ernakulam|797|12|Independent|0.08|0|Kerala|S11|797
12|SREEDHARAN|Ernakulam|554|13|Independent|0.06|0|Kerala|S11|554
12|NOTA|Ernakulam|5371|14|None of the Above|0.56|7|Kerala|S11|5378
13|Adv. DEAN KURIAKOSE|Idukki|497697|1|Indian National Congress|54.23|796|Kerala|S11|498493
13|LEETHESH P. T.|Idukki|2886|2|Bahujan Samaj Party|0.32|20|Kerala|S11|2906
13|BIJU KRISHNAN|Idukki|78504|3|Bharath Dharma Jana Sena|8.56|144|Kerala|S11|78648
13|M. SELVARAJ|Idukki|1624|4|Viduthalai Chiruthaigal Katchi|0.18|4|Kerala|S11|1628
13|GOMATHY|Idukki|1981|5|Independent|0.22|4|Kerala|S11|1985
13|Adv, JOICE GEORGE|Idukki|326701|6|Independent|35.62|739|Kerala|S11|327440
13|BABY K. A.|Idukki|1554|7|Independent|0.17|2|Kerala|S11|1556
13|REJI NJALLANI|Idukki|1324|8|Independent|0.14|0|Kerala|S11|1324
13|NOTA|Idukki|5297|9|None of the Above|0.58|20|Kerala|S11|5317
14|Jijo Joseph|Kottayam|7375|1|Bahujan Samaj Party|0.81|28|Kerala|S11|7403
14|Thomas Chazhikadan|Kottayam|420294|2|Kerala Congress  (M)|46.25|752|Kerala|S11|421046
14|V.N. Vasavan|Kottayam|313492|3|Communist Party of India  (Marxist)|34.58|1295|Kerala|S11|314787
14|Adv. P.C Thomas|Kottayam|154658|4|Kerala Congress|17.04|477|Kerala|S11|155135
14|E.V. Prakash|Kottayam|2202|5|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.24|14|Kerala|S11|2216
14|Ignatious Illimoottil|Kottayam|1057|6|Independent|0.12|8|Kerala|S11|1065
14|Thomas J. Nidhiry|Kottayam|1491|7|Independent|0.16|5|Kerala|S11|1496
14|NOTA|Kottayam|7150|8|None of the Above|0.79|41|Kerala|S11|7191
15|Adv. A M ARIFF|Alappuzha|443003|1|Communist Party of India  (Marxist)|40.96|2967|Kerala|S11|445970
15|Adv. PRASANTHBHIM|Alappuzha|2411|2|Bahujan Samaj Party|0.22|20|Kerala|S11|2431
15|Dr. K. S. RADHAKRISHNAN|Alappuzha|186278|3|Bharatiya Janata Party|17.24|1451|Kerala|S11|187729
15|Adv. SHANIMOL OSMAN|Alappuzha|433790|4|Indian National Congress|40|1706|Kerala|S11|435496
15|A. AKHILESH|Alappuzha|1777|5|Ambedkarite Party of India|0.16|5|Kerala|S11|1782
15|R. PARTHASARATHY VARMA|Alappuzha|1125|6|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.1|8|Kerala|S11|1133
15|VARKALA RAJ|Alappuzha|1688|7|Peoples Democratic Party|0.16|1|Kerala|S11|1689
15|K. S. SHAN|Alappuzha|3593|8|SOCIAL DEMOCRATIC PARTY OF INDIA|0.33|2|Kerala|S11|3595
15|THAHIR|Alappuzha|569|9|Independent|0.05|2|Kerala|S11|571
15|VAYALAR RAJEEVAN|Alappuzha|695|10|Independent|0.06|1|Kerala|S11|696
15|SATHEESH SHENOI|Alappuzha|780|11|Independent|0.07|3|Kerala|S11|783
15|SANTHOSH THURAVOOR|Alappuzha|748|12|Independent|0.07|1|Kerala|S11|749
15|NOTA|Alappuzha|6065|13|None of the Above|0.56|39|Kerala|S11|6104
16|KODIKUNNIL SURESH|Mavelikkara |437997|1|Indian National Congress|45.36|2418|Kerala|S11|440415
16|CHITTAYAM GOPAKUMAR|Mavelikkara |376497|2|Communist Party of India|39.06|2780|Kerala|S11|379277
16|THOLLUR RAJAGOPALAN|Mavelikkara |3755|3|Bahujan Samaj Party|0.4|109|Kerala|S11|3864
16|K. BIMALJI|Mavelikkara |1432|4|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.15|18|Kerala|S11|1450
16|THAZHAVA SAHADEVAN|Mavelikkara |132323|5|Bharath Dharma Jana Sena|13.75|1223|Kerala|S11|133546
16|AJAYAKUMAR|Mavelikkara |1172|6|Independent|0.12|39|Kerala|S11|1211
16|AJI PATHANAPURAM|Mavelikkara |587|7|Independent|0.06|15|Kerala|S11|602
16|USHA KOTTARAKKARA|Mavelikkara |1577|8|Independent|0.17|43|Kerala|S11|1620
16|KUTTAN KATTACHIRA|Mavelikkara |1970|9|Independent|0.2|12|Kerala|S11|1982
16|RAGHAVAN R|Mavelikkara |1310|10|Independent|0.14|4|Kerala|S11|1314
16|NOTA|Mavelikkara |5669|11|None of the Above|0.59|85|Kerala|S11|5754
17|ANTO ANTONY|Pathanamthitta|380089|1|Indian National Congress|37.11|838|Kerala|S11|380927
17|VEENA GEORGE|Pathanamthitta|335476|2|Communist Party of India  (Marxist)|32.8|1208|Kerala|S11|336684
17|SHIBU PARAKKADAVAN|Pathanamthitta|3803|3|Bahujan Samaj Party|0.37|11|Kerala|S11|3814
17|K SURENDRAN|Pathanamthitta|295627|4|Bharatiya Janata Party|28.97|1769|Kerala|S11|297396
17|JOSE GEORGE|Pathanamthitta|1353|5|Ambedkarite Party of India|0.13|2|Kerala|S11|1355
17|BINU BABY|Pathanamthitta|620|6|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.06|2|Kerala|S11|622
17|RATHEESH CHOORAKODU|Pathanamthitta|591|7|Independent|0.06|3|Kerala|S11|594
17|VEENA V|Pathanamthitta|1800|8|Independent|0.18|9|Kerala|S11|1809
17|NOTA|Pathanamthitta|3334|9|None of the Above|0.33|18|Kerala|S11|3352
18|N.K.Premachandran|Kollam|497264|1|Revolutionary Socialist Party|51.61|2413|Kerala|S11|499677
18|K.N.Balagopal|Kollam|347492|2|Communist Party of India  (Marxist)|36.24|3329|Kerala|S11|350821
18|Adv.K.V.Sabu|Kollam|102319|3|Bharatiya Janata Party|10.67|1020|Kerala|S11|103339
18|Twinkle Prabhakaran|Kollam|1298|4|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.14|21|Kerala|S11|1319
18|N.Jayarajan|Kollam|824|5|Independent|0.09|6|Kerala|S11|830
18|Nagaraj.G|Kollam|630|6|Independent|0.07|2|Kerala|S11|632
18|Dr.Sreekumar.J|Kollam|1146|7|Independent|0.12|4|Kerala|S11|1150
18|Saji Kollam|Kollam|2619|8|Independent|0.27|10|Kerala|S11|2629
18|Suni Kalluvathukkal|Kollam|1704|9|Independent|0.18|4|Kerala|S11|1708
18|NOTA|Kollam|5992|10|None of the Above|0.62|26|Kerala|S11|6018
19|Adv. ADOOR PRAKASH|Attingal|379469|1|Indian National Congress|37.91|1526|Kerala|S11|380995
19|VIPINLAL PALODE|Attingal|4052|2|Bahujan Samaj Party|0.4|16|Kerala|S11|4068
19|SOBHASURENDRAN|Attingal|246502|3|Bharatiya Janata Party|24.69|1579|Kerala|S11|248081
19|Dr. A. SAMPATH|Attingal|340298|4|Communist Party of India  (Marxist)|34.11|2450|Kerala|S11|342748
19|AJAMAL ISMAIL|Attingal|5428|5|SOCIAL DEMOCRATIC PARTY OF INDIA|0.54|1|Kerala|S11|5429
19|ATTINGAL AJITH KUMAR|Attingal|779|6|Independent|0.08|2|Kerala|S11|781
19|ANITHA|Attingal|432|7|Independent|0.04|4|Kerala|S11|436
19|B DEVADATHAN|Attingal|268|8|Independent|0.03|0|Kerala|S11|268
19|PRAKASH S KARIKKATTUVILA|Attingal|354|9|Independent|0.04|1|Kerala|S11|355
19|PRAKASH G VEENA BHAVAN|Attingal|402|10|Independent|0.04|0|Kerala|S11|402
19|MANOJ M POOVAKKADU|Attingal|1003|11|Independent|0.1|1|Kerala|S11|1004
19|MAHEEN THEVARUPARA|Attingal|1084|12|Independent|0.11|0|Kerala|S11|1084
19|K.G. MOHANAN|Attingal|1143|13|Independent|0.11|3|Kerala|S11|1146
19|K. VIVEKANANDHAN|Attingal|668|14|Independent|0.07|0|Kerala|S11|668
19|SHAILAJA NAVAIKULAM|Attingal|2143|15|Independent|0.21|3|Kerala|S11|2146
19|SATHEESH KUMAR|Attingal|2179|16|Independent|0.22|0|Kerala|S11|2179
19|SUNIL SOMAN|Attingal|5433|17|Independent|0.54|0|Kerala|S11|5433
19|IRINJAYAM SURESH|Attingal|409|18|Independent|0.04|3|Kerala|S11|412
19|RAMSAGAR. P|Attingal|1568|19|Independent|0.16|0|Kerala|S11|1568
19|NOTA|Attingal|5644|20|None of the Above|0.57|41|Kerala|S11|5685
2|C. K. PADMANABHAN|Kannur|67620|1|Bharatiya Janata Party|6.5|889|Kerala|S11|68509
2|P. K. SREEMATHI TEACHER|Kannur|432282|2|Communist Party of India  (Marxist)|41.29|2900|Kerala|S11|435182
2|K. SUDHAKARAN|Kannur|527685|3|Indian National Congress|50.27|2056|Kerala|S11|529741
2|Adv. R. APARNA|Kannur|2128|4|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.21|34|Kerala|S11|2162
2|K.K. ABDUL JABBAR|Kannur|8139|5|SOCIAL DEMOCRATIC PARTY OF INDIA|0.77|3|Kerala|S11|8142
2|KURIAKOSE|Kannur|260|6|Secular Democratic Congress|0.02|0|Kerala|S11|260
2|PRAVEEN ARIMBRATHODIYIL|Kannur|318|7|Independent|0.03|0|Kerala|S11|318
2|RADHAMANI NARAYANAKUMAR|Kannur|284|8|Independent|0.03|2|Kerala|S11|286
2|K. SREEMATHI, W/o SUDEEP KUMAR C. V|Kannur|576|9|Independent|0.06|5|Kerala|S11|581
2|P. SREEMATHI, W/o RAVEENDRAN|Kannur|795|10|Independent|0.08|1|Kerala|S11|796
2|K. SUDHAKARAN, S/o KUNHIRAMAN|Kannur|726|11|Independent|0.07|0|Kerala|S11|726
2|K. SUDHAKARAN, S/o KRISHNAN|Kannur|2249|12|Independent|0.21|0|Kerala|S11|2249
2|SUDHAKARAN P. K, S/o KRISHNAPILLA|Kannur|1062|13|Independent|0.1|0|Kerala|S11|1062
2|NOTA|Kannur|3801|14|None of the Above|0.36|27|Kerala|S11|3828
20|KIRAN KUMAR. S.K|Thiruvananthapuram|2521|1|Bahujan Samaj Party|0.25|14|Kerala|S11|2535
20|KUMMANAM RAJASEKHARAN|Thiruvananthapuram|313925|2|Bharatiya Janata Party|31.3|2217|Kerala|S11|316142
20|C. DIVAKARAN|Thiruvananthapuram|256470|3|Communist Party of India|25.6|2086|Kerala|S11|258556
20|Dr. SHASHI THAROOR|Thiruvananthapuram|414057|4|Indian National Congress|41.19|2074|Kerala|S11|416131
20|PANDALAM KERALAVARMARAJA|Thiruvananthapuram|1692|5|Pravasi Nivasi Party|0.17|3|Kerala|S11|1695
20|S MINI|Thiruvananthapuram|651|6|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.07|13|Kerala|S11|664
20|CHRISTOPHER SHAJU PALIYODE|Thiruvananthapuram|344|7|Independent|0.03|1|Kerala|S11|345
20|GOPAKUMAR OORUPOIKA|Thiruvananthapuram|338|8|Independent|0.03|1|Kerala|S11|339
20|JAIN WILSON|Thiruvananthapuram|197|9|Independent|0.02|2|Kerala|S11|199
20|JOHNY THAMPY|Thiruvananthapuram|265|10|Independent|0.03|2|Kerala|S11|267
20|B. DEVADATHAN|Thiruvananthapuram|257|11|Independent|0.03|1|Kerala|S11|258
20|BINU. D|Thiruvananthapuram|602|12|Independent|0.06|2|Kerala|S11|604
20|MITHRA KUMAR G|Thiruvananthapuram|3521|13|Independent|0.35|0|Kerala|S11|3521
20|VISHNU S AMBADI|Thiruvananthapuram|1822|14|Independent|0.18|0|Kerala|S11|1822
20|T SASI|Thiruvananthapuram|1005|15|Independent|0.1|2|Kerala|S11|1007
20|M.S SUBI|Thiruvananthapuram|1050|16|Independent|0.1|0|Kerala|S11|1050
20|NANDHAVANAM SUSEELAN|Thiruvananthapuram|465|17|Independent|0.05|0|Kerala|S11|465
20|NOTA|Thiruvananthapuram|4553|18|None of the Above|0.45|27|Kerala|S11|4580
3|P.JAYARAJAN|Vadakara|439640|1|Communist Party of India  (Marxist)|41.49|2452|Kerala|S11|442092
3|K. MURALEEDHARAN|Vadakara|525004|2|Indian National Congress|49.43|1751|Kerala|S11|526755
3|ADV.V.K.SAJEEVAN|Vadakara|79580|3|Bharatiya Janata Party|7.52|548|Kerala|S11|80128
3|JATHEESH.A.P|Vadakara|2829|4|National Labour Party|0.27|4|Kerala|S11|2833
3|MUSTHAFA KOMMERI|Vadakara|5543|5|SOCIAL DEMOCRATIC PARTY OF INDIA|0.52|1|Kerala|S11|5544
3|ADVOCATE K.SUDHAKARAN|Vadakara|501|6|Communist Party of India (Marxist-Leninist) Red Star|0.05|6|Kerala|S11|507
3|ALUVA ANEESH|Vadakara|241|7|Independent|0.02|0|Kerala|S11|241
3|JAYARAJAN PANDARAPARAMBIL|Vadakara|690|8|Independent|0.06|0|Kerala|S11|690
3|C.O.T. NASEER|Vadakara|611|9|Independent|0.06|1|Kerala|S11|612
3|MURALEEDHARAN.K KUTTIYIL VEEDU|Vadakara|597|10|Independent|0.06|0|Kerala|S11|597
3|MURALEEDHARAN.K SANDRAM|Vadakara|910|11|Independent|0.09|0|Kerala|S11|910
3|SANTHOSH KUMAR|Vadakara|1294|12|Independent|0.12|1|Kerala|S11|1295
3|NOTA|Vadakara|3398|13|None of the Above|0.32|17|Kerala|S11|3415
4|Mohamed P K|Wayanad|2669|1|Bahujan Samaj Party|0.25|22|Kerala|S11|2691
4|Rahul Gandhi|Wayanad|705034|2|Indian National Congress|64.67|1333|Kerala|S11|706367
4|P.P. Suneer|Wayanad|273971|3|Communist Party of India|25.14|626|Kerala|S11|274597
4|Usha K|Wayanad|1399|4|Communist Party of India (Marxist-Leninist) Red Star|0.13|25|Kerala|S11|1424
4|John P P|Wayanad|542|5|Secular Democratic Congress|0.05|2|Kerala|S11|544
4|Thushar Vellappally|Wayanad|78590|6|Bharath Dharma Jana Sena|7.22|226|Kerala|S11|78816
4|Babu Mani|Wayanad|5424|7|SOCIAL DEMOCRATIC PARTY OF INDIA|0.5|2|Kerala|S11|5426
4|Raghul Gandhi K S/o Krishnan P|Wayanad|844|8|Agila India Makkal Kazhagam|0.08|1|Kerala|S11|845
4|K M Sivaprasad Gandhi|Wayanad|319|9|Indian Gandhiyan Party|0.03|1|Kerala|S11|320
4|Narukara Gopi|Wayanad|486|10|Independent|0.04|3|Kerala|S11|489
4|Thrissur Nazeer|Wayanad|523|11|Independent|0.05|0|Kerala|S11|523
4|Dr. K Padmarajan|Wayanad|1883|12|Independent|0.17|4|Kerala|S11|1887
4|Praveen K P|Wayanad|1099|13|Independent|0.1|3|Kerala|S11|1102
4|Biju Kakkathode|Wayanad|2090|14|Independent|0.19|0|Kerala|S11|2090
4|Mujeeb Rahman|Wayanad|2690|15|Independent|0.25|2|Kerala|S11|2692
4|Rahul Gandhi K E S/o Valsamma|Wayanad|2194|16|Independent|0.2|2|Kerala|S11|2196
4|Adv. Sreejith P R|Wayanad|1206|17|Independent|0.11|2|Kerala|S11|1208
4|Shijo M Varghese|Wayanad|4110|18|Independent|0.38|1|Kerala|S11|4111
4|Siby Vayalil|Wayanad|2164|19|Independent|0.2|0|Kerala|S11|2164
4|Sebastian Wayanad|Wayanad|546|20|Independent|0.05|4|Kerala|S11|550
4|NOTA|Wayanad|2132|21|None of the Above|0.2|23|Kerala|S11|2155
5|Adv.PRAKASH BABU|Kozhikode|160352|1|Bharatiya Janata Party|14.98|864|Kerala|S11|161216
5|A.PRADEEP KUMAR|Kozhikode|406075|2|Communist Party of India  (Marxist)|37.93|2144|Kerala|S11|408219
5|RAGHU.K|Kozhikode|2295|3|Bahujan Samaj Party|0.21|4|Kerala|S11|2299
5|M.K.RAGHAVAN|Kozhikode|491835|4|Indian National Congress|45.85|1609|Kerala|S11|493444
5|A.SEKHAR|Kozhikode|1027|5|SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)|0.1|4|Kerala|S11|1031
5|NUSRATH JAHAN|Kozhikode|547|6|Independent|0.05|11|Kerala|S11|558
5|PRAKASH BABU CHAITHRAM|Kozhikode|569|7|Independent|0.05|2|Kerala|S11|571
5|PRADEEP.V.K|Kozhikode|410|8|Independent|0.04|0|Kerala|S11|410
5|PRADEEP KUMAR.E.T PEEDIKATHODI VEEDU|Kozhikode|759|9|Independent|0.07|1|Kerala|S11|760
5|PRADEEPAN.N|Kozhikode|550|10|Independent|0.05|1|Kerala|S11|551
5|RAGHAVN.N ALLACHIPARAMBU|Kozhikode|461|11|Independent|0.04|1|Kerala|S11|462
5|RAGHAVAN.T THAYYULLAYIL|Kozhikode|1077|12|Independent|0.1|0|Kerala|S11|1077
5|RAGHAVAN.P VADAKKE EDOLI|Kozhikode|1158|13|Independent|0.11|2|Kerala|S11|1160
5|RAGHAVAN NAIR MANIKKOTHU KUNNUMMAL|Kozhikode|962|14|Independent|0.09|0|Kerala|S11|962
5|NOTA|Kozhikode|3456|15|None of the Above|0.32|17|Kerala|S11|3473
6|Unnikrishnan|Malappuram|82087|1|Bharatiya Janata Party|7.96|245|Kerala|S11|82332
6|P.K. Kunhalikutty|Malappuram|589153|2|Indian Union Muslim League|57.01|720|Kerala|S11|589873
6|Adv. Praveen Kumar|Malappuram|2287|3|Bahujan Samaj Party|0.22|7|Kerala|S11|2294
6|V.P. Sanu|Malappuram|329103|4|Communist Party of India  (Marxist)|31.87|617|Kerala|S11|329720
6|Abdul Majeed Faizy|Malappuram|19095|5|SOCIAL DEMOCRATIC PARTY OF INDIA|1.85|11|Kerala|S11|19106
6|Abdul Salam K.P|Malappuram|923|6|Independent|0.09|0|Kerala|S11|923
6|Nissar Methar|Malappuram|3685|7|Independent|0.36|2|Kerala|S11|3687
6|Sanu N.K|Malappuram|2200|8|Independent|0.21|3|Kerala|S11|2203
6|NOTA|Malappuram|4464|9|None of the Above|0.43|16|Kerala|S11|4480
7|E. T. Mohammed Basheer|Ponnani|521438|1|Indian Union Muslim League|51.3|386|Kerala|S11|521824
7|Rema|Ponnani|110430|2|Bharatiya Janata Party|10.87|173|Kerala|S11|110603
7|Adv. K.C. Nazeer|Ponnani|18114|3|SOCIAL DEMOCRATIC PARTY OF INDIA|1.78|10|Kerala|S11|18124
7|Anwar P.V. Alumkuzhi|Ponnani|1781|4|Independent|0.18|3|Kerala|S11|1784
7|P.V. Anvar Puthan Veetil|Ponnani|328208|5|Independent|32.3|343|Kerala|S11|328551
7|Anvar P.V. Raseena Manzil|Ponnani|3109|6|Independent|0.31|0|Kerala|S11|3109
7|Bindu|Ponnani|664|7|Independent|0.07|0|Kerala|S11|664
7|Muhammed Basheer Koyissery|Ponnani|692|8|Independent|0.07|1|Kerala|S11|693
7|Muhammed Basheer Nechiyan|Ponnani|1315|9|Independent|0.13|0|Kerala|S11|1315
7|Muhammed Basheer Mangalassery|Ponnani|1957|10|Independent|0.19|0|Kerala|S11|1957
7|Sameera PA|Ponnani|16288|11|Independent|1.6|0|Kerala|S11|16288
7|Poonthura Siraj|Ponnani|6122|12|Independent|0.6|0|Kerala|S11|6122
7|NOTA|Ponnani|6223|13|None of the Above|0.61|8|Kerala|S11|6231
8|KRISHNAKUMAR C|Palakkad|217747|1|Bharatiya Janata Party|21.26|809|Kerala|S11|218556
8|M B RAJESH|Palakkad|386773|2|Communist Party of India  (Marxist)|37.7|864|Kerala|S11|387637
8|V K SREEKANDAN|Palakkad|398714|3|Indian National Congress|38.83|560|Kerala|S11|399274
8|HARI ARUMBIL|Palakkad|2400|4|Bahujan Samaj Party|0.23|8|Kerala|S11|2408
8|THULASEEDHARAN PALLICKAL|Palakkad|5746|5|SOCIAL DEMOCRATIC PARTY OF INDIA|0.56|3|Kerala|S11|5749
8|C CHANDRAN|Palakkad|2623|6|Independent|0.26|1|Kerala|S11|2624
8|BALAKRISHNAN|Palakkad|973|7|Independent|0.09|1|Kerala|S11|974
8|RAJESH PALOLAM|Palakkad|2233|8|Independent|0.22|1|Kerala|S11|2234
8|RAJESH S/O MANI|Palakkad|2128|9|Independent|0.21|0|Kerala|S11|2128
